"Activity_ID","ActivityNumber","ActivityName","SeasonName","ChildSeasonName","Type","Status","CategoryName","OtherCategoryName","RiskCategoryName","EnrollMin","EnrollMax","NumberEnrolled","BeginningDate","EndingDate","StartingTime","EndingTime","AgesMin","AgesMinMonth","AgesMinWeek","AgesMax","AgesMaxMonth","AgesMaxWeek","GradeMin","GradeMax","WeekDays","PrimaryInstructorName","NumberOfHours","NumberOfDates","ActivityLocation","FeeDescription","AccountName","KeyFeesTotal","OtherFeesTotal","FeeSummary","Description","PublicURL"
76474,"252.2.0100","Preschool  Artist","Fall 2018","--","Classes","Open","Arts & Crafts","Almaden Community Center",,8,"15",0,"9/19/18","10/24/18","3:00 PM","3:50 PM",3,6,0,5,11,4,,,"W","Young Rembrandts, Staff","5.000",6,"AL Tiny Town Room A at Almaden Community Center","Activity Fee","Almaden - Leisure Classes","118.00","122.00","Resident: $118.00. Non-resident: $122.00","Encourage your preschooler?s  enthusiasm for drawing. Young Rembrandts introduces drawing lessons that will  excite your budding artist. Learning to draw basic shapes is an essential  building block for every artist. Our lady bug and gumball machine provide  excellent practice for drawing circle shapes. From there, our lessons will  become more challenging. The clown puppet and Frankenstein monster are great  introductions to character drawings. Other drawings like the delicious candy  bag and beautiful fall scene will strengthen your child?s compositional skills.  Enroll your child into a Young Rembrandts class today. THEY WILL LOVE IT!    ","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76474"
76073,"212.2.0101","Art Start (Parent/Child)","Fall 2018","--","Classes","Open","Arts & Crafts","Berryessa Community Center",,6,"12",2,"9/14/18","11/9/18","9:10 AM","9:55 AM",2,0,0,4,11,4,,,"F","CLAP, Staff","6.000",8,"Room 2","Activity Fee","Berryessa - Leisure Classes","115.00","119.00","Resident: $115.00. Non-resident: $119.00","Children explore and experiment with painting, drawing, textures, collages, and other basic art techniques. As they stretch their imagination, little ones are also developing fine motor skills, color and shape recognition, listening and focusing. A variety of art materials will be used as they create their own original works of art! Supplies are provided. (Parent/Guardian required during class.)","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76073"
77189,"212.2.0205","Big Hands, Little Hands Explore","Fall 2018","--","Classes","Open","Arts & Crafts","Berryessa Community Center",,6,"10",1,"9/15/18","10/20/18","11:00 AM","11:45 AM",2,6,0,4,11,4,,,"Sa","Department, Staff","4.500",6,"Room 1","Activity Fee","Berryessa - Leisure Classes","66.00","70.00","Resident: $66.00. Non-resident: $70.00","This class encourages children to play and explore giving them the opportunity to grow and develop in their own way! Children will have access to different stations where they will develop fine motor skills while using textures, puzzles, play dough, glitter, shaving cream and more! Adult participation is required at all times.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/77189"
76709,"382.2.0106","Art Start (Child only)","Fall 2018","--","Classes","Open","Arts & Crafts","Camden Community Center",,6,"12",0,"9/13/18","11/1/18","10:10 AM","10:55 AM",3,0,0,5,11,4,,,"Th","CLAP, Staff","6.000",8,"CM Classroom 6 at Camden Community Center","Activity Fee","Camden - Leisure Classes","115.00","119.00","Resident: $115.00. Non-resident: $119.00","Children explore and experiment with painting, drawing, textures, collages, and other basic art techniques. As they stretch their imagination, little ones are also developing fine motor skills, color and shape recognition, listening and focusing. A variety of art materials will be used as they create their own original works of art! Supplies are provided.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76709"
76708,"382.2.0105","Art Start (Parent/Child)","Fall 2018","--","Classes","Open","Arts & Crafts","Camden Community Center",,6,"12",3,"9/13/18","11/1/18","9:15 AM","10:00 AM",2,0,0,3,11,4,,,"Th","CLAP, Staff","6.000",8,"CM Classroom 6 at Camden Community Center","Activity Fee","Camden - Leisure Classes","115.00","119.00","Resident: $115.00. Non-resident: $119.00","Children explore and experiment with painting, drawing, textures, collages, and other basic art techniques. As they stretch their imagination, little ones are also developing fine motor skills, color and shape recognition, listening and focusing. A variety of art materials will be used as they create their own original works of art! Supplies are provided.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76708"
76705,"382.2.0103","My First Art","Fall 2018","--","Classes","Open","Arts & Crafts","Camden Community Center",,4,"8",0,"11/14/18","12/12/18","9:30 AM","10:30 AM",1,5,0,3,11,4,,,"W","My First Art Class, Staff","4.000",4,"CM Classroom 6 at Camden Community Center","Activity Fee","Camden - Leisure Classes","69.00","73.00","Resident: $69.00. Non-resident: $73.00","Explore five art stations with a different theme each week.  Children engage in age-appropriate projects at their own pace and in their own way. Each class will end on a musical note with singing and dancing.  Aprons are provided but wear your grubbies.  All art materials are included in the price of class.This is a parent/guardian participation class.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76705"
76706,"382.2.0104","My First Art","Fall 2018","--","Classes","Open","Arts & Crafts","Camden Community Center",,4,"8",0,"11/14/18","12/12/18","10:45 AM","11:45 AM",2,0,0,5,11,4,,,"W","My First Art Class, Staff","4.000",4,"CM Classroom 6 at Camden Community Center","Activity Fee","Camden - Leisure Classes","69.00","73.00","Resident: $69.00. Non-resident: $73.00","Explore five art stations with a different theme each week.  Children engage in age-appropriate projects at their own pace and in their own way. Each class will end on a musical note with singing and dancing.  Aprons are provided but wear your grubbies.  All art materials are included in the price of class.This is a parent/guardian participation class.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76706"
76671,"382.2.0101","My First Art Class","Fall 2018","--","Classes","Open","Arts & Crafts","Camden Community Center",,4,"8",8,"9/19/18","11/7/18","9:30 AM","10:30 AM",1,5,0,3,11,4,,,"W","My First Art Class, Staff","8.000",8,"CM Classroom 6 at Camden Community Center","Activity Fee","Camden - Leisure Classes","138.00","142.00","Resident: $138.00. Non-resident: $142.00","Explore five art stations with a different theme each week.  Children engage in age-appropriate projects at their own pace and in their own way. Each class will end on a musical note with singing and dancing.  Aprons are provided but wear your grubbies.  All art materials are included in the price of class.This is a parent/guardian participation class.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76671"
76672,"382.2.0102","My First Art Class","Fall 2018","--","Classes","Open","Arts & Crafts","Camden Community Center",,4,"8",3,"9/19/18","11/7/18","10:45 AM","11:45 AM",2,0,0,5,11,4,,,"W","My First Art Class, Staff","8.000",8,"CM Classroom 6 at Camden Community Center","Activity Fee","Camden - Leisure Classes","138.00","142.00","Resident: $138.00. Non-resident: $142.00","Explore five art stations with a different theme each week.  Children engage in age-appropriate projects at their own pace and in their own way. Each class will end on a musical note with singing and dancing.  Aprons are provided but wear your grubbies.  All art materials are included in the price of class.This is a parent/guardian participation class.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76672"
76284,"214.2.0113","Art Studio","Fall 2018","--","Classes","Open","Arts & Crafts","Evergreen Community Center",,4,"12",2,"9/11/18","10/30/18","5:30 PM","6:45 PM",6,0,0,12,11,4,,,"Tu","Najam, Marla","10.000",8,"EV Room 3 at Evergreen Community Center","Activity Fee","Evergreen - Leisure Classes","136.00","140.00","Resident: $136.00. Non-resident: $140.00","Kids explore how art influences everyday life  while creating their own unique masterpieces. They will learn about diverse  cultures and art from all over the world.   Imaginations quickly develop and they learn the basic concepts of color,  style, form and design by creating collages, masks, abstracts, clay sculptures  and much more. All materials are included. ","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76284"
76301,"214.2.0110","Color Your World Through Art","Fall 2018","--","Classes","Open","Arts & Crafts","Evergreen Community Center",,4,"10",2,"9/11/18","10/30/18","4:00 PM","5:00 PM",5,0,0,12,11,4,,,"Tu","Najam, Marla","8.000",8,"EV Room 3 at Evergreen Community Center","Activity Fee","Evergreen - Leisure Classes","120.00","124.00","Resident: $120.00. Non-resident: $124.00","Give your child the opportunity to view the  world through art! Your little Picassos will learn about their creative side by  discovering new drawing and painting techniques. Through exercises, children enhance  their drawing abilities as they learn how to draw portraits, still life,  perspective and more.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76301"
76322,"214.2.0101","Funtoons!","Fall 2018","--","Classes","Cancelled","Arts & Crafts","Evergreen Community Center",,8,"20",0,"9/18/18","10/23/18","5:30 PM","6:30 PM",6,0,0,11,11,4,,,"Tu","Young Rembrandts, Staff","0.000",0,"EV Room 2 at Evergreen Community Center","Resident Activity Fee","Evergreen - Leisure Classes","118.00","122.00","Resident: $118.00. Non-resident: $122.00","Back to school is in full swing as we present a  bountiful selection of drawings that introduces our students to a fascinating  world of color, pattern, and design. We say farewell to summer in our  detailed still life drawing of a beach. We explore color usage and  composition in our chameleon and fire truck drawings. In keeping with the  season, our stylized fall leaves drawing challenges our technique and color  scheme. Our students will learn cultural themes and cartoons as they draw and  color Kawaii inspired art. All this and more awaits your child in a Young  Rembrandts classroom! Sign up today!","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76322"
76340,"214.2.0100","Little Artist!","Fall 2018","--","Classes","Cancelled","Arts & Crafts","Evergreen Community Center",,8,"15",0,"9/18/18","10/23/18","4:15 PM","5:15 PM",3,6,0,5,11,4,,,"Tu","Young Rembrandts, Staff","0.000",0,"EV Room 3 at Evergreen Community Center","Resident Activity Fee","Evergreen - Leisure Classes","118.00","122.00","Resident: $118.00. Non-resident: $122.00","Young Rembrandts classes will challenge and  excite your budding artist while prepare your child as a lifelong learner.  Drawings like the marbles will help your preschooler master the art of  creating a circle, a deceptively simple yet complex shape. The acorn and  apple tree drawing will strengthen your child?s compositional skills and use  of colors. Basic facial and figure drawing will also be addressed as our  students learn to draw a funny clown and scarecrow. These are just a few of  the many great lessons our students will learn. Enroll your child in a Young  Rembrandts class. THEY WILL LOVE IT!","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76340"
76384,"214.2.0111","World of Watercolor","Fall 2018","--","Classes","Open","Arts & Crafts","Evergreen Community Center",,4,"10",2,"9/12/18","11/7/18","4:00 PM","5:00 PM",6,0,0,12,11,4,,,"W","Najam, Marla","8.000",8,"EV Room 2 at Evergreen Community Center","Activity Fee","Evergreen - Leisure Classes","120.00","124.00","Resident: $120.00. Non-resident: $124.00","In this inspiring art class, explore the world of watercolor  painting as you experiment with these rich paints, brushes and endless  watercolor techniques. Work from subject matter such as still life landscape,  florals, abstraction and any other additional subject matter that inspires you.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76384"
76862,"210.2.0102","Fundamentals of Drawing","Fall 2018","--","Classes","Open","Arts & Crafts","Mayfair Community Center",,6,"20",4,"9/27/18","10/25/18","3:55 PM","4:55 PM",6,0,0,12,11,4,,,"Th","Young Rembrandts, Staff","5.000",5,"MY Juarez Room at Mayfair Community Center","Activity Fee","Mayfair - Leisure Classes","96.00","100.00","Resident: $96.00. Non-resident: $100.00","Enroll your elementary student in a  Young Rembrandts drawing class. Our bountiful selection of drawings introduces  our students to a fascinating world of color, pattern, and design. Keeping with  the season, our students will create fall-themed illustrations like taffy  apples and a farmer's scarecrow. Fundamental cartoon skills will be highlighted  as we draw delightful bunnies. We will also create a Van Gogh-inspired drawing  featuring vibrant sunflowers. All this and more await your child in a Young  Rembrandts classroom! Sign up today!","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76862"
76861,"210.2.0101","Preschool Little Artist","Fall 2018","--","Classes","Open","Arts & Crafts","Mayfair Community Center",,6,"15",2,"9/27/18","10/25/18","2:45 PM","3:45 PM",3,6,0,5,11,4,,,"Th","Young Rembrandts, Staff","5.000",5,"MY Juarez Room at Mayfair Community Center","Activity Fee","Mayfair - Leisure Classes","96.00","100.00","Resident: $96.00. Non-resident: $100.00","Encourage your preschooler's  enthusiasm for drawing. Young Rembrandts introduces drawing lessons that will  excite your budding artist. Learning to draw basic shapes is an essential  building block for every artist. Our lady bug and gumball machine provide  excellent practice for drawing circle shapes. From there, our lessons will  become more challenging. The clown puppet and Frankenstein monster are great  introductions to character drawings. Other drawings like the delicious candy  bag and beautiful fall scene will strengthen your child?s compositional skills.  Enroll your child into a Young Rembrandts class today. THEY WILL LOVE IT!","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76861"
76836,"234.2.0102","Baby & Me  Holiday Art Class","Fall 2018","--","Classes","Open","Arts & Crafts","Roosevelt Community Center",,5,"6",1,"11/1/18","12/13/18","10:00 AM","11:00 AM",1,6,0,2,6,4,,,"Th","Department, Staff","6.000",6,"RO Arts & Crafts Classroom at Roosevelt Community Center","Activity Fee","Roosevelt - Leisure Classes","102.00","106.00","Resident: $102.00. Non-resident: $106.00","You may not know it, but you may have the next Oscar-Claude Monet. Come and learn what your little what your little one can create for the Holidays. Beast of all you can do it together and make a different guided project each week. A parent and child hands on art class. Time for both child and parent to get a little dirty and explore art projects together.Scholarship available for this class. Please, come in to Roosevelt Community  Center for more information.     ","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76836"
76834,"234.2.0101","Baby & Me Art Class","Fall 2018","--","Classes","Open","Arts & Crafts","Roosevelt Community Center",,5,"6",6,"9/13/18","10/18/18","10:00 AM","11:00 AM",1,6,0,2,6,4,,,"Th","Department, Staff","6.000",6,"RO Arts & Crafts Classroom at Roosevelt Community Center","Activity Fee","Roosevelt - Leisure Classes","102.00","106.00","Resident: $102.00. Non-resident: $106.00","You may not know it, but you may have the next Oscar-Claude Monet. Come and learn what your little what your little one create. Beast of all you can do it together and make a different guided project each week. A parent and child hands on art class. Time for both child and parent to get a little dirty and explore art projects together.Scholarship available for this class. Please, come in to Roosevelt Community  Center for more information.     ","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76834"
76061,"216.2.0101","Cartoon Anime Creation (NEW)","Fall 2018","--","Classes","Open","Arts & Crafts","Southside Community Center",,6,"20",3,"11/26/18","12/17/18","4:15 PM","5:15 PM",6,0,0,12,11,4,,,"M","Young Rembrandts, Staff","4.000",4,"SS Room 7 at Southside Community Center","Activity Fee","Southside - Leisure Classes","77.00","81.00","Resident: $77.00. Non-resident: $81.00","Does your child have a great sense  of humor to compliment his or her artistic skills? If so, your child will LOVE  a Young Rembrandts Cartoon class. In our goofy animal drawings, students will  learn how to personify animals, transforming them into cartoon characters. The  importance of facial exaggeration and body gesture will be showcased in our  illustrations featuring baseball characters and ogre expressions. Give your  child the gift of learning and artistry. Enroll your student today!","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76061"
76048,"216.2.0100","Fundamentals of Drawing","Fall 2018","--","Classes","Open","Arts & Crafts","Southside Community Center",,6,"20",0,"9/17/18","10/29/18","4:15 PM","5:15 PM",6,0,0,12,11,4,,,"M","Young Rembrandts, Staff","6.000",6,"SS Room 7 at Southside Community Center","Activity Fee","Southside - Leisure Classes","118.00","122.00","Resident: $118.00. Non-resident: $122.00","Back to school is in full swing as  we present a bountiful selection of drawings that introduces our students to a  fascinating world of color, pattern, and design. We say farewell to summer in  our detailed still life drawing of a beach. We explore color usage and  composition in our chameleon and fire truck drawings. In keeping with the  season, our stylized fall leaves drawing challenges our technique and color  scheme. Our students will learn cultural themes and cartoons as they draw and  color Kawaii inspired art. All this and more awaits your child in a Young  Rembrandts classroom! Sign up today!","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76048"
76190,"233.2.0120","My First Art Class","Fall 2018","--","Classes","Open","Arts & Crafts","Willow Glen Community Center",,5,"11",2,"9/19/18","11/7/18","9:30 AM","10:30 AM",1,5,0,3,11,4,,,"W","My First Art Class, Staff","8.000",8,"CM Classroom 6 at Camden Community Center","Activity Fee","Willow Glen - Leisure Classes","145.00","149.00","Resident: $145.00. Non-resident: $149.00","""Explore five art stations with a different theme each week.  Children engage in age-appropriate projects at their own pace and in their own way. Each class will end on a musical note with singing and dancing.  Aprons are provided but wear your grubbies. All art materials are included in the price of class. This is a parent/guardian participation class.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76190"
76191,"233.2.0121","My First Art Class","Fall 2018","--","Classes","Open","Arts & Crafts","Willow Glen Community Center",,5,"11",2,"9/19/18","11/7/18","10:45 AM","11:45 AM",1,5,0,3,11,4,,,"W","My First Art Class, Staff","8.000",8,"CM Classroom 6 at Camden Community Center","Activity Fee","Willow Glen - Leisure Classes","145.00","149.00","Resident: $145.00. Non-resident: $149.00","""Explore five art stations with a different theme each week.  Children engage in age-appropriate projects at their own pace and in their own way. Each class will end on a musical note with singing and dancing.  Aprons are provided but wear your grubbies.  All art materials are included in the price of class.This is a parent/guardian participation class.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76191"
77106,"233.2.0122","My First Art Class","Fall 2018","--","Classes","Open","Arts & Crafts","Willow Glen Community Center",,5,"11",0,"11/14/18","12/12/18","9:30 AM","10:30 AM",1,5,0,3,11,4,,,"W","My First Art Class, Staff","4.000",4,"CM Classroom 6 at Camden Community Center","Activity Fee","Willow Glen - Leisure Classes","69.00","73.00","Resident: $69.00. Non-resident: $73.00","""Explore five art stations with a different theme each week.  Children engage in age-appropriate projects at their own pace and in their own way. Each class will end on a musical note with singing and dancing.  Aprons are provided but wear your grubbies.  All art materials are included in the price of class.This is a parent/guardian participation class.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/77106"
77107,"233.2.0123","My First Art Class","Fall 2018","--","Classes","Open","Arts & Crafts","Willow Glen Community Center",,5,"11",0,"11/14/18","12/12/18","10:45 AM","11:45 AM",2,5,0,3,11,4,,,"W","My First Art Class, Staff","4.000",4,"CM Classroom 6 at Camden Community Center","Activity Fee","Willow Glen - Leisure Classes","69.00","73.00","Resident: $69.00. Non-resident: $73.00","""Explore five art stations with a different theme each week.  Children engage in age-appropriate projects at their own pace and in their own way. Each class will end on a musical note with singing and dancing.  Aprons are provided but wear your grubbies.  All art materials are included in the price of class.This is a parent/guardian participation class.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/77107"
77175,"233.2.0130","Paint Party","Fall 2018","--","Classes","Open","Arts & Crafts","Willow Glen Community Center",,8,"15",2,"9/22/18","9/22/18","10:00 AM","12:00 PM",14,0,0,99,0,0,,,"Sa","Cairns, Chris","2.000",1,"WS Room 2 at Willow Glen Community & Senior Center","Resident Activity Fee","Willow Glen - Leisure Classes","25.00","29.00","Resident: $25.00. Non-resident: $29.00","Have fun while you learn to paint! Get your creative juices flowing in this paint party as the instructor artist will be here to show you step by step how to create a gorgeous painting. You will receive a blank canvas, paints and brushes just bring your creative juices and paint away! We will provide everything you need. Sign up now, seating is limited.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/77175"
77177,"233.2.0131","Paint Party","Fall 2018","--","Classes","Open","Arts & Crafts","Willow Glen Community Center",,8,"15",1,"10/20/18","10/20/18","10:00 AM","12:00 PM",14,0,0,99,0,0,,,"Sa","Cairns, Chris","2.000",1,"WS Room 2 at Willow Glen Community & Senior Center","Resident Activity Fee","Willow Glen - Leisure Classes","25.00","29.00","Resident: $25.00. Non-resident: $29.00","Have fun while you learn to paint! Get your creative juices flowing in this paint party as the instructor artist will be here to show you step by step how to create a gorgeous painting. You will receive a blank canvas, paints and brushes just bring your creative juices and paint away! We will provide everything you need. Sign up now, seating is limited.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/77177"
77178,"233.2.0132","Paint Party","Fall 2018","--","Classes","Open","Arts & Crafts","Willow Glen Community Center",,8,"15",1,"11/17/18","11/17/18","10:00 AM","12:00 PM",14,0,0,99,0,0,,,"Sa","Cairns, Chris","2.000",1,"WS Room 3 at Willow Glen Community & Senior Center","Resident Activity Fee","Willow Glen - Leisure Classes","25.00","29.00","Resident: $25.00. Non-resident: $29.00","Have fun while you learn to paint! Get your creative juices flowing in this paint party as the instructor artist will be here to show you step by step how to create a gorgeous painting. You will receive a blank canvas, paints and brushes just bring your creative juices and paint away! We will provide everything you need. Sign up now, seating is limited.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/77178"
76434,"252.2.1100","Fall Break Camp San Jose @ Almaden","Fall 2018","--","Classes","Open","Camps","Almaden Community Center",,30,"60",17,"10/1/18","10/5/18","8:00 AM","6:00 PM",5,0,0,12,11,4,"Kindergarten","6th","M Tu W Th F","Department, Staff","50.000",5,"AL Game Room at Almaden Community Center","Activity Fee","Almaden - Camp San Jose","220.00","224.00","Resident: $220.00. Non-resident: $224.00","At Camp San Jose your child will participate in an unforgettable day camp experience combining camp traditions with enriching and educational activities. The campers will participate in games, sports, create cool arts and crafts projects, sing funny songs, and embark on a field trip. Activities incorporate educational features disguised in fun and entertaining activities and projects. Price includes a low leader-to-child ratio of 1:10, field trip, a Camp San Jose shirt, skill building, new friendships, disguised learning, and much more! Campers need to bring a bottled water, lunch, and sunscreen each day. *Check with your local community center for a complete list of field trips and scholarships. Field trips are subject to change.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76434"
76850,"353.2.1001","Almaden Lake Fall Break Camp","Fall 2018","--","Classes","Open","Camps","Almaden Lake Park",,20,"40",1,"10/1/18","10/5/18","8:00 AM","3:00 PM",5,0,0,13,11,4,,,"M Tu W Th F","Department, Staff","35.000",5,"15652 Almaden Expwy: Ohlone Picnic Area (West Lot: Almaden Expwy. & Coleman Rd.)","Activity Fee","Lake Almaden  - Camps","149.00","153.00","Resident: $149.00. Non-resident: $153.00","Come explore the park and have an opportunity to enjoy the nature and scenery this fall break! The 5-day camp offers children an outdoor recreation experience filled with science and nature, sports, arts and crafts and exciting outings. Using the parks features, children will have the opportunity to try activities including bocce ball, beach volleyball, horse shoes, walking the trails and fishing. Your child will be learning about the environment, sports, teamwork, cooperation, and will meet new friends. Campers need to bring a lunch, water and sunscreen everyday. Field Trip: Smallfoot Movie (subject to change)Extended care (3:00pm-6:00pm) is available for an additional cost of $45- $49/week, depending on San Jose residency. Activity #353.2.1011For more information, call (408) 927-0868 or email Yazmin.rios@sanjoseca.gov.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76850"
77187,"311.2.1000","Winter Outdoor Adventure Camp at Alum Rock Park","Fall 2018","--","Classes","Open","Camps","Alum Rock Park",,14,"60",0,"12/17/18","12/21/18","8:00 AM","3:00 PM",5,0,0,13,11,4,,,"M Tu W Th F","Department, Staff","35.000",5,"Location unspecified","Resident Activity Fee","Alum Rock Park - Summer Camp","149.00","153.00","Resident: $149.00. Non-resident: $153.00","Spend your winter break at Winter Outdoor Adventure Camp located at Alum Rock Park. Activities include nature hikes, outdoor games,  crafts, campfire and smores, educational lesson plans on wildlife, plants, and history of the park.Please Note:  The pick-up and drop-off location is at the Visitor Center at Alum Rock Park. Participants must bring their own lunch, snacks, and drinks to camp everyday. BBQ on Thursday.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/77187"
77193,"296.2.1016","3 Day Fall Break Camp San Jose @ Bascom","Fall 2018","--","Classes","Open","Camps","Bascom Community Center",,30,"50",0,"11/19/18","11/21/18","8:00 AM","6:00 PM",5,0,0,12,11,4,"Kindergarten","6th","M Tu W","Department, Staff","30.000",3,"Multipurpose Room","Activity Fee","Bascom - Camp San Jose","132.00","136.00","Resident: $132.00. Non-resident: $136.00","At Camp San Jose your child will participate in an unforgettable day camp experience combining camp traditions with enriching and educational activities.  The campers will participate in games, sports, create cool arts and crafts projects, sing funny songs and embark on a field trip.  Activities incorporate educational features disguised in fun and entertaining activities and projects.  Price includes a low leader to child ratio of 1:10, field trip, a Camp San Jose shirt, skill building, new friendships, disguised learning and much more!  Campers need to bring a bottled water, lunch and sunscreen each day.*Check with your local community center for a complete list of field trips and scholarships.  Field trips are subject to change.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/77193"
77192,"296.2.1015","Fall Break Camp San Jose @ Bascom","Fall 2018","--","Classes","Open","Camps","Bascom Community Center",,30,"50",1,"10/1/18","10/5/18","8:00 AM","6:00 PM",5,0,0,12,11,4,"Kindergarten","6th","M Tu W Th F","Department, Staff","50.000",5,"Classroom","Activity Fee","Bascom - Camp San Jose","220.00","224.00","Resident: $220.00. Non-resident: $224.00","At Camp San Jose your child will participate in an unforgettable day camp experience combining camp traditions with enriching and educational activities.  The campers will participate in games, sports, create cool arts and crafts projects, sing funny songs and embark on a field trip.  Activities incorporate educational features disguised in fun and entertaining activities and projects.  Price includes a low leader to child ratio of 1:10, field trip, a Camp San Jose shirt, skill building, new friendships, disguised learning and much more!  Campers need to bring a bottled water, lunch and sunscreen each day.*Check with your local community center for a complete list of field trips and scholarships.  Field trips are subject to change.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/77192"
76733,"382.2.1001","Basketball Camp","Fall 2018","--","Classes","Open","Camps","Camden Community Center",,6,"25",0,"11/19/18","11/21/18","9:30 AM","12:30 PM",5,0,0,14,0,0,,,"M Tu W","Rebound Basketball Academy, Staff","9.000",3,"CM Gymnasium at Camden Community Center","Activity Fee","Camden - Leisure Classes","104.00","108.00","Resident: $104.00. Non-resident: $108.00","Camps emphasize basketball skills through fun activities as well of games or scrimmages at the end of each day. The camp focus in developing sports skills and improving self-esteem while teaching the fundamentals of basketball such as dribbling, passing, and shooting. We encourage participation, team work, and fair play in order to learn the basketball principals in offense and defense. Fee includes a Ribbon Reward at the end of the camp. Students should wear appropriate sport clothing, bring snacks and a water bottle.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76733"
76898,"382.2.1002","Camp Dance (Thanksgiving week)","Fall 2018","--","Classes","Closed","Camps","Camden Community Center",,5,"25",0,"11/19/18","11/21/18","9:30 AM","12:30 PM",3,0,0,12,11,4,,,"M Tu W","Dance Arts Academy, Staff","9.000",3,"CM Classroom C at Camden Community Center","Activity Fee","Camden - Leisure Classes","80.00","84.00","Resident: $80.00. Non-resident: $84.00","A little bit of everything!  Ballet, Tap, Jazz, Hip-Hop, Gymnastics, Cheer, Singing, and Hawaiian are all taught in this great half-day camp.  Participants are placed in age-appropriate classes.  A snack and juice is provided.  Great recital for parents on Friday!","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76898"
77128,"253.2.0402","Camp San Jose @ Camden - Holiday Break","Fall 2018","--","Classes","Open","Camps","Camden Community Center",,10,"35",7,"12/26/18","12/28/18","8:00 AM","6:00 PM",5,0,0,12,11,4,,,"W Th F","Department, Staff","30.000",3,"Classroom 1","Activity Fee","Camden - Camp San Jose","132.00","136.00","Resident: $132.00. Non-resident: $136.00","At Camp San Jose your child will participate in an unforgettable day camp experience combining camp traditions with enriching and educational activities. The campers will participate in games, sports, create cool arts and crafts projects, sing funny songs and embark on a weekly field trip. Activities  incorporate educational features disguised in fun and entertaining activities and projects. Price includes a low leader to child ratio of 1:10, field trip, a Camp San Jose shirt, skill building, new friendships, disguised learning and much more! Campers need to bring water, lunch and sunscreen each day. * Check with your local community center for a complete list of field trips, lunch programs, scholarships and payment plans.  Each Camp San Jose session runs for one week. Field trips are subject to change.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/77128"
77129,"253.2.0403","Camp San Jose @ Camden - New Year Break","Fall 2018","--","Classes","Open","Camps","Camden Community Center",,10,"35",18,"1/2/19","1/4/19","8:00 AM","6:00 PM",5,0,0,12,11,4,,,"W Th F","Department, Staff","30.000",3,"Classroom 1","Activity Fee","Camden - Camp San Jose","132.00","136.00","Resident: $132.00. Non-resident: $136.00","At Camp San Jose your child will participate in an unforgettable day camp experience combining camp traditions with enriching and educational activities. The campers will participate in games, sports, create cool arts and crafts projects, sing funny songs and embark on a weekly field trip. Activities  incorporate educational features disguised in fun and entertaining activities and projects. Price includes a low leader to child ratio of 1:10, field trip, a Camp San Jose shirt, skill building, new friendships, disguised learning and much more! Campers need to bring water, lunch and sunscreen each day. * Check with your local community center for a complete list of field trips, lunch programs, scholarships and payment plans.  Each Camp San Jose session runs for one week. Field trips are subject to change.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/77129"
